1	51.700001
2	52.266666
3	52.799999
4	53.233334
5	53.766666
6	54.366665
7	54.733334
8	55.200001
9	55.599998
10	56.200001
11	56.599998
12	57.099998
13	57.400002
14	57.833332
15	58.233334
16	58.566666
17	58.966667
18	59.366665
19	59.833332
20	60.299999
21	60.666668
22	60.966667
23	61.366665
24	61.866665
25	62.133335
26	62.500000
27	62.933334
28	63.233334
29	63.666668
30	64.033333
31	64.300003
32	64.699997
33	65.199997
34	65.699997
35	65.766670
36	66.133331
37	66.400002
38	66.666664
39	66.900002
40	67.233330
41	67.566666
42	67.866669
43	68.233330
44	68.599998
45	69.000000
46	69.433334
47	69.699997
48	69.866669
49	70.033333
50	70.333336
51	70.599998
52	70.766670
53	71.066666
54	71.400002
55	71.733330
56	71.966667
57	72.300003
58	72.466667
59	72.833336
60	72.966667
61	73.300003
62	73.599998
63	73.866669
64	74.066666
65	74.333336
66	74.633331
67	74.766670
68	74.933334
69	75.233330
70	75.533333
71	75.833336
72	76.033333
73	76.266670
74	76.500000
75	76.766670
76	77.000000
77	77.199997
78	77.433334
79	77.599998
80	77.800003
81	77.833336
82	78.066666
83	78.199997
84	78.500000
85	78.666664
86	79.000000
87	79.166664
88	79.400002
89	79.633331
90	79.733330
91	79.933334
92	80.099998
93	80.300003
94	80.466667
95	80.833336
96	81.066666
97	81.233330
98	81.566666
99	81.699997
100	81.866669
101	82.033333
102	82.199997
103	82.433334
104	82.500000
105	82.633331
106	82.833336
107	82.933334
108	83.166664
109	83.266670
110	83.533333
111	83.766670
112	83.966667
113	84.166664
114	84.300003
115	84.566666
116	84.599998
117	84.699997
118	84.766670
119	84.833336
120	84.966667
121	85.066666
122	85.133331
123	85.166664
124	85.366669
125	85.466667
126	85.599998
127	85.699997
128	85.900002
129	86.033333
130	86.300003
131	86.400002
132	86.500000
133	86.566666
134	86.666664
135	86.833336
136	87.066666
137	87.266670
138	87.433334
139	87.533333
140	87.699997
141	87.699997
142	87.900002
143	88.033333
144	88.233330
145	88.300003
146	88.366669
147	88.500000
148	88.699997
149	88.766670
150	88.833336
151	89.033333
152	89.166664
153	89.266670
154	89.333336
155	89.466667
156	89.699997
157	89.766670
158	89.833336
159	90.000000
160	90.066666
161	90.199997
162	90.199997
163	90.400002
164	90.433334
165	90.633331
166	90.733330
167	90.800003
168	90.833336
169	90.900002
170	91.000000
171	91.000000
172	91.000000
173	91.066666
174	91.066666
175	91.133331
176	91.300003
177	91.366669
178	91.433334
179	91.566666
180	91.666664
181	91.866669
182	91.966667
183	92.033333
184	92.133331
185	92.233330
186	92.266670
187	92.366669
188	92.366669
189	92.500000
190	92.533333
191	92.633331
192	92.666664
193	92.833336
194	92.900002
195	93.000000
196	93.099998
197	93.133331
198	93.133331
199	93.233330
200	93.300003
201	93.300003
202	93.333336
203	93.366669
204	93.533333
205	93.566666
206	93.633331
207	93.733330
208	93.766670
209	93.833336
210	93.900002
211	93.966667
212	94.033333
213	94.066666
214	94.199997
215	94.199997
216	94.266670
217	94.300003
218	94.433334
219	94.533333
220	94.599998
221	94.699997
222	94.733330
223	94.766670
224	94.866669
225	94.900002
226	94.966667
227	94.966667
228	95.033333
229	95.066666
230	95.066666
231	95.099998
232	95.099998
233	95.133331
234	95.133331
235	95.166664
236	95.233330
237	95.266670
238	95.266670
239	95.300003
240	95.333336
241	95.400002
242	95.400002
243	95.466667
244	95.533333
245	95.599998
246	95.633331
247	95.633331
248	95.666664
249	95.733330
250	95.766670
251	95.800003
252	95.866669
253	95.933334
254	96.000000
255	96.000000
256	96.000000
257	96.033333
258	96.033333
259	96.033333
260	96.033333
261	96.099998
262	96.099998
263	96.099998
264	96.166664
265	96.166664
266	96.166664
267	96.233330
268	96.233330
269	96.300003
270	96.366669
271	96.366669
272	96.433334
273	96.466667
274	96.466667
275	96.533333
276	96.566666
277	96.566666
278	96.566666
279	96.566666
280	96.599998
281	96.633331
282	96.699997
283	96.699997
284	96.733330
285	96.733330
286	96.800003
287	96.833336
288	96.833336
289	96.900002
290	96.966667
291	97.033333
292	97.099998
293	97.133331
294	97.133331
295	97.199997
296	97.233330
297	97.233330
298	97.300003
299	97.300003
300	97.333336
301	97.366669
302	97.433334
303	97.433334
304	97.533333
305	97.533333
306	97.599998
307	97.633331
308	97.666664
309	97.666664
310	97.666664
311	97.699997
312	97.800003
313	97.833336
314	97.866669
315	97.900002
316	97.900002
317	97.900002
318	97.900002
319	97.933334
320	97.933334
321	97.966667
322	98.033333
323	98.066666
324	98.066666
325	98.066666
326	98.166664
327	98.199997
328	98.266670
329	98.300003
330	98.366669
331	98.366669
332	98.433334
333	98.433334
334	98.433334
335	98.433334
336	98.433334
337	98.466667
338	98.466667
339	98.500000
340	98.500000
341	98.533333
342	98.533333
343	98.533333
344	98.533333
345	98.533333
346	98.566666
347	98.566666
348	98.566666
349	98.599998
350	98.666664
351	98.666664
352	98.666664
353	98.666664
354	98.800003
355	98.800003
356	98.800003
357	98.833336
358	98.833336
359	98.833336
360	98.866669
361	98.866669
362	98.866669
363	98.866669
364	98.866669
365	98.866669
366	98.866669
367	98.866669
368	98.900002
369	98.900002
370	98.900002
371	98.900002
372	98.933334
373	98.933334
374	98.933334
375	98.933334
376	98.933334
377	98.933334
378	98.933334
379	98.933334
380	98.933334
381	98.933334
382	98.933334
383	98.933334
384	98.933334
385	98.933334
386	98.966667
387	99.000000
388	99.000000
389	99.000000
390	99.033333
391	99.033333
392	99.033333
393	99.066666
394	99.066666
395	99.099998
396	99.099998
397	99.099998
398	99.099998
399	99.099998
400	99.099998
401	99.133331
402	99.133331
403	99.133331
404	99.166664
405	99.199997
406	99.199997
407	99.199997
408	99.199997
409	99.233330
410	99.266670
411	99.266670
412	99.266670
413	99.266670
414	99.266670
415	99.266670
416	99.266670
417	99.266670
418	99.266670
419	99.266670
420	99.266670
421	99.266670
422	99.266670
423	99.266670
424	99.266670
425	99.300003
426	99.300003
427	99.300003
428	99.300003
429	99.300003
430	99.300003
431	99.300003
432	99.300003
433	99.300003
434	99.300003
435	99.333336
436	99.333336
437	99.333336
438	99.333336
439	99.333336
440	99.333336
441	99.333336
442	99.333336
443	99.333336
444	99.333336
445	99.333336
446	99.333336
447	99.366669
448	99.366669
449	99.366669
450	99.400002
451	99.400002
452	99.400002
453	99.433334
454	99.433334
455	99.433334
456	99.433334
457	99.433334
458	99.433334
459	99.433334
