1	0.926667
27	0.926667
53	0.926667
79	0.926667
105	0.926667
131	0.926667
157	0.926667
183	0.926667
209	0.926667
235	0.926667
261	0.926667
287	0.926667
313	0.926667
339	0.926667
365	0.926667
391	0.926667
417	0.926667
443	0.926667
469	0.926667
495	0.926667
521	0.926667
547	0.926667
573	0.926667
599	0.926667
625	0.926667
651	0.926667
677	0.926667
703	0.926667
729	0.926667
755	0.926667
781	0.926667
807	0.926667
833	0.926667
859	0.926667
885	0.926667
911	0.926667
937	0.926667
963	0.926667
989	0.926667
1015	0.926667
1041	0.926667
1067	0.926667
1093	0.926667
1119	0.926667
1145	0.926667
1171	0.926667
1197	0.926667
1223	0.926667
1249	0.926667
1275	0.926667
1301	0.926667
1327	0.926667
1353	0.926667
1379	0.926667
1405	0.926667
1431	0.926667
1457	0.926667
1483	0.926667
1509	0.926667
1535	0.926667
1561	0.926667
1587	0.926667
1613	0.926667
1639	0.926667
1665	0.926667
1691	0.926667
1717	0.926667
1743	0.926667
1769	0.926667
1795	0.926667
1821	0.926667
1847	0.926667
1873	0.926667
1899	0.926667
1925	0.926667
1951	0.926667
1977	0.926667
2003	0.926667
2029	0.926667
2055	0.926667
2081	0.926667
2107	0.926667
2133	0.926667
2159	0.926667
2185	0.926667
2211	0.926667
2237	0.926667
2263	0.926667
2289	0.926667
2315	0.926667
2341	0.926667
2367	0.926667
2393	0.926667
2419	0.926667
2445	0.926667
2471	0.926667
2497	0.926667
2523	0.926667
2549	0.926667
2575	0.926667
2601	0.926667
2627	0.926667
2653	0.926667
2679	0.926667
2705	0.926667
2731	0.926667
2757	0.926667
2783	0.926667
2809	0.926667
2835	0.926667
2861	0.926667
2887	0.926667
2913	0.926667
2939	0.926667
2965	0.926667
2991	0.926667
3017	0.926667
3043	0.926667
3069	0.926667
3095	0.926667
3121	0.926667
3147	0.926667
3173	0.926667
3199	0.926667
3225	0.926667
3251	0.926667
3277	0.926667
3303	0.926667
3329	0.926667
3355	0.926667
3381	0.926667
3407	0.926667
3433	0.926667
3459	0.926667
3485	0.926667
3511	0.926667
3537	0.926667
3563	0.926667
3589	0.926667
3615	0.926667
3641	0.926667
3667	0.926667
3693	0.926667
3719	0.926667
3745	0.926667
3771	0.926667
3797	0.926667
3823	0.926667
3849	0.926667
3875	0.926667
3901	0.926667
3927	0.926667
